,Date,Keypresses,7_day_ma,28_day_ma,365_day_ma,percentile,rank,Weekday
451,2021-12-16,36460,25772.0,24418.571428571428,28453.857534246574,72.2702278083268,354.0,Thursday
452,2021-12-17,37707,26913.85714285714,24604.785714285714,28447.550684931506,74.46975648075413,326.0,Friday
453,2021-12-18,23697,27843.14285714286,25358.678571428572,28388.153424657536,48.075412411626075,662.0,Saturday
454,2021-12-19,476,26792.285714285714,25375.678571428572,28348.460273972603,9.03377847604085,1159.0,Sunday
455,2021-12-20,6643,24977.85714285714,23817.964285714286,28277.49315068493,21.52395915161037,1000.0,Monday
456,2021-12-21,9560,18153.85714285714,22695.10714285714,28238.81095890411,26.158680282796542,941.0,Tuesday
457,2021-12-22,975,16502.571428571428,22729.928571428572,28193.920547945207,10.919088766692852,1135.0,Wednesday
458,2021-12-23,460,11359.714285714286,22746.35714285714,28193.197260273973,8.955223880597014,1160.0,Thursday
459,2021-12-24,0,5973.0,22662.5,28179.26301369863,2.9065200314218385,1237.0,Friday
460,2021-12-25,0,2587.714285714286,22569.10714285714,28169.2,2.9065200314218385,1237.0,Saturday
461,2021-12-26,0,2519.714285714286,21098.214285714286,28166.298630136986,2.9065200314218385,1237.0,Sunday
462,2021-12-27,0,1570.7142857142858,19712.571428571428,28158.934246575343,2.9065200314218385,1237.0,Monday
463,2021-12-28,0,205.0,18397.5,28123.512328767123,2.9065200314218385,1237.0,Tuesday
464,2021-12-29,0,65.71428571428571,17327.714285714286,28100.28219178082,2.9065200314218385,1237.0,Wednesday
465,2021-12-30,0,0.0,15606.75,28094.435616438357,2.9065200314218385,1237.0,Thursday
466,2021-12-31,806,115.14285714285714,15120.92857142857,28096.64383561644,10.133542812254518,1145.0,Friday
467,2022-01-01,5148,850.5714285714286,15190.642857142857,28103.69589041096,19.010212097407695,1032.0,Saturday
468,2022-01-02,5887,1691.5714285714287,14995.035714285714,28106.197260273973,19.874312647289866,1021.0,Sunday
469,2022-01-03,8017,2836.8571428571427,13200.892857142857,28067.487671232877,23.88059701492537,970.0,Monday
470,2022-01-04,572,2918.5714285714284,11566.67857142857,28030.580821917807,9.505106048703848,1153.0,Tuesday
471,2022-01-05,1194,3089.1428571428573,11012.67857142857,27961.912328767125,11.704634721131187,1125.0,Wednesday
472,2022-01-06,9812,4490.857142857143,10405.642857142857,27938.446575342467,26.472898664571876,937.0,Thursday
473,2022-01-07,23340,7710.0,10178.0,27891.320547945204,47.21131186174391,673.0,Friday
474,2022-01-08,15991,9259.0,10135.107142857143,27797.36712328767,34.878240377062056,830.0,Saturday
475,2022-01-09,1,8418.142857142857,9855.42857142857,27713.602739726026,5.813040062843677,1200.0,Sunday
476,2022-01-10,26002,10987.42857142857,10093.214285714286,27715.723287671233,52.553024351924584,605.0,Monday
