,Day,Hour,Keypresses,keypresses_over_last_24_hours
7368,2021-07-25,0,1075,37357.0
7369,2021-07-25,1,2933,37000.0
7370,2021-07-25,2,0,37000.0
7371,2021-07-25,3,0,37000.0
7372,2021-07-25,4,0,37000.0
7373,2021-07-25,5,0,37000.0
7374,2021-07-25,6,0,37000.0
7375,2021-07-25,7,0,37000.0
7376,2021-07-25,8,0,37000.0
7377,2021-07-25,9,0,37000.0
7378,2021-07-25,10,128,35911.0
7379,2021-07-25,11,0,32843.0
7380,2021-07-25,12,0,32789.0
7381,2021-07-25,13,0,32789.0
7382,2021-07-25,14,0,32789.0
7383,2021-07-25,15,0,32789.0
7384,2021-07-25,16,0,32789.0
7385,2021-07-25,17,0,32789.0
7386,2021-07-25,18,0,28782.0
7387,2021-07-25,19,0,23805.0
7388,2021-07-25,20,0,16302.0
7389,2021-07-25,21,2486,15146.0
7390,2021-07-25,22,7877,16838.0
7391,2021-07-25,23,10576,25075.0
7392,2021-07-26,0,1598,25598.0
7393,2021-07-26,1,0,22665.0
7394,2021-07-26,2,0,22665.0
7395,2021-07-26,3,0,22665.0
7396,2021-07-26,4,0,22665.0
7397,2021-07-26,5,0,22665.0
7398,2021-07-26,6,0,22665.0
7399,2021-07-26,7,0,22665.0
7400,2021-07-26,8,0,22665.0
7401,2021-07-26,9,16,22681.0
7402,2021-07-26,10,2736,25289.0
7403,2021-07-26,11,960,26249.0
7404,2021-07-26,12,1654,27903.0
7405,2021-07-26,13,3711,31614.0
7406,2021-07-26,14,4054,35668.0
7407,2021-07-26,15,2544,38212.0
7408,2021-07-26,16,2763,40975.0
7409,2021-07-26,17,367,41342.0
7410,2021-07-26,18,5220,46562.0
7411,2021-07-26,19,0,46562.0
7412,2021-07-26,20,1261,47823.0
7413,2021-07-26,21,0,45337.0
7414,2021-07-26,22,3245,40705.0
7415,2021-07-26,23,1435,31564.0
7416,2021-07-27,0,1991,31957.0
7417,2021-07-27,1,1711,33668.0
7418,2021-07-27,2,0,33668.0
7419,2021-07-27,3,0,33668.0
7420,2021-07-27,4,0,33668.0
7421,2021-07-27,5,0,33668.0
7422,2021-07-27,6,0,33668.0
7423,2021-07-27,7,0,33668.0
7424,2021-07-27,8,0,33668.0
7425,2021-07-27,9,0,33652.0
7426,2021-07-27,10,0,30916.0
7427,2021-07-27,11,1319,31275.0
7428,2021-07-27,12,6808,36429.0
7429,2021-07-27,13,6051,38769.0
7430,2021-07-27,14,2061,36776.0
7431,2021-07-27,15,2955,37187.0
7432,2021-07-27,16,4965,39389.0
7433,2021-07-27,17,0,39022.0
7434,2021-07-27,18,0,33802.0
7435,2021-07-27,19,0,33802.0
7436,2021-07-27,20,0,32541.0
7437,2021-07-27,21,0,32541.0
7438,2021-07-27,22,0,29296.0
7439,2021-07-27,23,0,27861.0
7440,2021-07-28,0,0,25870.0
7441,2021-07-28,1,0,24159.0
7442,2021-07-28,2,0,24159.0
7443,2021-07-28,3,0,24159.0
7444,2021-07-28,4,0,24159.0
7445,2021-07-28,5,0,24159.0
7446,2021-07-28,6,0,24159.0
7447,2021-07-28,7,0,24159.0
7448,2021-07-28,8,362,24521.0
7449,2021-07-28,9,1921,26442.0
7450,2021-07-28,10,3893,30335.0
7451,2021-07-28,11,2699,31715.0
7452,2021-07-28,12,2040,26947.0
7453,2021-07-28,13,0,20896.0
7454,2021-07-28,14,2443,21278.0
7455,2021-07-28,15,2857,21180.0
7456,2021-07-28,16,4782,20997.0
7457,2021-07-28,17,591,21588.0
7458,2021-07-28,18,0,21588.0
7459,2021-07-28,19,18,21606.0
7460,2021-07-28,20,6179,27785.0
7461,2021-07-28,21,4195,31980.0
7462,2021-07-28,22,2274,34254.0
7463,2021-07-28,23,1608,35862.0
7464,2021-07-29,0,0,35862.0
7465,2021-07-29,1,0,35862.0
7466,2021-07-29,2,0,35862.0
7467,2021-07-29,3,0,35862.0
7468,2021-07-29,4,0,35862.0
7469,2021-07-29,5,0,35862.0
7470,2021-07-29,6,0,35862.0
7471,2021-07-29,7,83,35945.0
7472,2021-07-29,8,11,35594.0
7473,2021-07-29,9,3097,36770.0
7474,2021-07-29,10,2548,35425.0
7475,2021-07-29,11,2511,35237.0
7476,2021-07-29,12,3362,36559.0
7477,2021-07-29,13,3239,39798.0
7478,2021-07-29,14,3575,40930.0
7479,2021-07-29,15,4118,42191.0
7480,2021-07-29,16,5691,43100.0
7481,2021-07-29,17,0,42509.0
7482,2021-07-29,18,3193,45702.0
7483,2021-07-29,19,1709,47393.0
7484,2021-07-29,20,0,41214.0
7485,2021-07-29,21,2082,39101.0
7486,2021-07-29,22,3391,40218.0
7487,2021-07-29,23,9948,48558.0
7488,2021-07-30,0,7633,56191.0
7489,2021-07-30,1,0,56191.0
7490,2021-07-30,2,0,56191.0
7491,2021-07-30,3,0,56191.0
7492,2021-07-30,4,0,56191.0
7493,2021-07-30,5,0,56191.0
7494,2021-07-30,6,0,56191.0
7495,2021-07-30,7,0,56108.0
7496,2021-07-30,8,0,56097.0
7497,2021-07-30,9,4067,57067.0
7498,2021-07-30,10,5007,59526.0
7499,2021-07-30,11,3743,60758.0
7500,2021-07-30,12,5137,62533.0
7501,2021-07-30,13,3217,62511.0
7502,2021-07-30,14,2085,61021.0
7503,2021-07-30,15,330,57233.0
7504,2021-07-30,16,0,51542.0
7505,2021-07-30,17,0,51542.0
7506,2021-07-30,18,0,48349.0
7507,2021-07-30,19,0,46640.0
7508,2021-07-30,20,0,46640.0
7509,2021-07-30,21,0,44558.0
7510,2021-07-30,22,0,41167.0
7511,2021-07-30,23,0,31219.0
7512,2021-07-31,0,0,23586.0
7513,2021-07-31,1,0,23586.0
7514,2021-07-31,2,0,23586.0
7515,2021-07-31,3,0,23586.0
7516,2021-07-31,4,0,23586.0
7517,2021-07-31,5,0,23586.0
7518,2021-07-31,6,0,23586.0
7519,2021-07-31,7,0,23586.0
7520,2021-07-31,8,0,23586.0
7521,2021-07-31,9,0,19519.0
7522,2021-07-31,10,0,14512.0
7523,2021-07-31,11,519,11288.0
7524,2021-07-31,12,2225,8376.0
7525,2021-07-31,13,2223,7382.0
7526,2021-07-31,14,2513,7810.0
7527,2021-07-31,15,3677,11157.0
7528,2021-07-31,16,3960,15117.0
7529,2021-07-31,17,3545,18662.0
7530,2021-07-31,18,1914,20576.0
7531,2021-07-31,19,0,20576.0
7532,2021-07-31,20,0,20576.0
7533,2021-07-31,21,0,20576.0
7534,2021-07-31,22,0,20576.0
7535,2021-07-31,23,0,20576.0
7536,2021-08-01,0,0,20576.0
7537,2021-08-01,1,0,20576.0
7538,2021-08-01,2,0,20576.0
7539,2021-08-01,3,0,20576.0
7540,2021-08-01,4,0,20576.0
7541,2021-08-01,5,0,20576.0
7542,2021-08-01,6,0,20576.0
7543,2021-08-01,7,0,20576.0
7544,2021-08-01,8,0,20576.0
7545,2021-08-01,9,0,20576.0
7546,2021-08-01,10,0,20576.0
7547,2021-08-01,11,0,20057.0
7548,2021-08-01,12,40,17872.0
7549,2021-08-01,13,264,15913.0
7550,2021-08-01,14,726,14126.0
7551,2021-08-01,15,42,10491.0
7552,2021-08-01,16,28,6559.0
7553,2021-08-01,17,203,3217.0
7554,2021-08-01,18,122,1425.0
7555,2021-08-01,19,85,1510.0
7556,2021-08-01,20,0,1510.0
7557,2021-08-01,21,0,1510.0
7558,2021-08-01,22,4134,5644.0
7559,2021-08-01,23,1652,7296.0
7560,2021-08-02,0,422,7718.0
7561,2021-08-02,1,269,7987.0
7562,2021-08-02,2,0,7987.0
7563,2021-08-02,3,0,7987.0
7564,2021-08-02,4,0,7987.0
7565,2021-08-02,5,0,7987.0
7566,2021-08-02,6,0,7987.0
7567,2021-08-02,7,1,7988.0
7568,2021-08-02,8,902,8890.0
7569,2021-08-02,9,3948,12838.0
7570,2021-08-02,10,2735,15573.0
7571,2021-08-02,11,2038,17611.0
7572,2021-08-02,12,3126,20697.0
7573,2021-08-02,13,1619,22052.0
7574,2021-08-02,14,2914,24240.0
7575,2021-08-02,15,6855,31053.0
7576,2021-08-02,16,3378,34403.0
7577,2021-08-02,17,5094,39294.0
7578,2021-08-02,18,3996,43168.0
7579,2021-08-02,19,0,43083.0
7580,2021-08-02,20,860,43943.0
7581,2021-08-02,21,1775,45718.0
7582,2021-08-02,22,2157,43741.0
7583,2021-08-02,23,615,42704.0
7584,2021-08-03,0,354,42636.0
7585,2021-08-03,1,0,42367.0
7586,2021-08-03,2,0,42367.0
7587,2021-08-03,3,0,42367.0
7588,2021-08-03,4,0,42367.0
7589,2021-08-03,5,0,42367.0
7590,2021-08-03,6,0,42367.0
7591,2021-08-03,7,46,42412.0
7592,2021-08-03,8,1467,42977.0
7593,2021-08-03,9,52,39081.0
7594,2021-08-03,10,4485,40831.0
7595,2021-08-03,11,4248,43041.0
7596,2021-08-03,12,887,40802.0
7597,2021-08-03,13,2493,41676.0
7598,2021-08-03,14,2924,41686.0
7599,2021-08-03,15,1218,36049.0
7600,2021-08-03,16,1833,34504.0
7601,2021-08-03,17,156,29566.0
7602,2021-08-03,18,2671,28241.0
7603,2021-08-03,19,294,28535.0
7604,2021-08-03,20,8278,35953.0
7605,2021-08-03,21,4810,38988.0
7606,2021-08-03,22,8227,45058.0
7607,2021-08-03,23,3494,47937.0
7608,2021-08-04,0,0,47583.0
7609,2021-08-04,1,0,47583.0
7610,2021-08-04,2,0,47583.0
7611,2021-08-04,3,0,47583.0
7612,2021-08-04,4,0,47583.0
7613,2021-08-04,5,0,47583.0
7614,2021-08-04,6,0,47583.0
7615,2021-08-04,7,0,47537.0
7616,2021-08-04,8,1347,47417.0
7617,2021-08-04,9,3670,51035.0
7618,2021-08-04,10,868,47418.0
7619,2021-08-04,11,556,43726.0
7620,2021-08-04,12,0,42839.0
7621,2021-08-04,13,3689,44035.0
7622,2021-08-04,14,5920,47031.0
7623,2021-08-04,15,1530,47343.0
7624,2021-08-04,16,2559,48069.0
7625,2021-08-04,17,1413,49326.0
7626,2021-08-04,18,0,46655.0
7627,2021-08-04,19,0,46361.0
7628,2021-08-04,20,0,38083.0
7629,2021-08-04,21,0,33273.0
7630,2021-08-04,22,0,25046.0
7631,2021-08-04,23,0,21552.0
7632,2021-08-05,0,0,21552.0
7633,2021-08-05,1,0,21552.0
7634,2021-08-05,2,0,21552.0
7635,2021-08-05,3,0,21552.0
7636,2021-08-05,4,0,21552.0
7637,2021-08-05,5,0,21552.0
7638,2021-08-05,6,0,21552.0
7639,2021-08-05,7,0,21552.0
7640,2021-08-05,8,397,20602.0
7641,2021-08-05,9,1349,18281.0
7642,2021-08-05,10,2503,19916.0
7643,2021-08-05,11,2,19362.0
7644,2021-08-05,12,5547,24909.0
7645,2021-08-05,13,3094,24314.0
7646,2021-08-05,14,5095,23489.0
7647,2021-08-05,15,1725,23684.0
7648,2021-08-05,16,130,21255.0
7649,2021-08-05,17,826,20668.0
7650,2021-08-05,18,1266,21934.0
7651,2021-08-05,19,7140,29074.0
7652,2021-08-05,20,2311,31385.0
7653,2021-08-05,21,634,32019.0
7654,2021-08-05,22,44,32063.0
7655,2021-08-05,23,121,32184.0
7656,2021-08-06,0,0,32184.0
7657,2021-08-06,1,0,32184.0
7658,2021-08-06,2,0,32184.0
7659,2021-08-06,3,0,32184.0
7660,2021-08-06,4,0,32184.0
7661,2021-08-06,5,0,32184.0
7662,2021-08-06,6,0,32184.0
7663,2021-08-06,7,0,32184.0
7664,2021-08-06,8,1748,33535.0
7665,2021-08-06,9,1991,34177.0
7666,2021-08-06,10,5035,36709.0
7667,2021-08-06,11,3463,40170.0
7668,2021-08-06,12,3524,38147.0
7669,2021-08-06,13,4673,39726.0
7670,2021-08-06,14,3489,38120.0
7671,2021-08-06,15,1510,37905.0
7672,2021-08-06,16,3896,41671.0
7673,2021-08-06,17,6311,47156.0
7674,2021-08-06,18,2631,48521.0
7675,2021-08-06,19,472,41853.0
7676,2021-08-06,20,1627,41169.0
7677,2021-08-06,21,0,40535.0
7678,2021-08-06,22,1457,41948.0
7679,2021-08-06,23,2759,44586.0
7680,2021-08-07,0,417,45003.0
7681,2021-08-07,1,121,45124.0
7682,2021-08-07,2,0,45124.0
7683,2021-08-07,3,0,45124.0
7684,2021-08-07,4,0,45124.0
7685,2021-08-07,5,0,45124.0
7686,2021-08-07,6,0,45124.0
7687,2021-08-07,7,0,45124.0
7688,2021-08-07,8,0,43376.0
7689,2021-08-07,9,0,41385.0
7690,2021-08-07,10,1,36351.0
7691,2021-08-07,11,3784,36672.0
7692,2021-08-07,12,122,33270.0
7693,2021-08-07,13,0,28597.0
7694,2021-08-07,14,0,25108.0
7695,2021-08-07,15,80,23678.0
7696,2021-08-07,16,2043,21825.0
7697,2021-08-07,17,1759,17273.0
7698,2021-08-07,18,2335,16977.0
7699,2021-08-07,19,1062,17567.0
7700,2021-08-07,20,1,15941.0
7701,2021-08-07,21,2345,18286.0
7702,2021-08-07,22,3111,19940.0
7703,2021-08-07,23,196,17377.0
7704,2021-08-08,0,969,17929.0
7705,2021-08-08,1,0,17808.0
7706,2021-08-08,2,0,17808.0
7707,2021-08-08,3,0,17808.0
7708,2021-08-08,4,0,17808.0
7709,2021-08-08,5,0,17808.0
7710,2021-08-08,6,0,17808.0
7711,2021-08-08,7,0,17808.0
7712,2021-08-08,8,0,17808.0
7713,2021-08-08,9,0,17808.0
7714,2021-08-08,10,572,18379.0
7715,2021-08-08,11,1862,16457.0
7716,2021-08-08,12,96,16431.0
7717,2021-08-08,13,0,16431.0
7718,2021-08-08,14,0,16431.0
7719,2021-08-08,15,0,16351.0
7720,2021-08-08,16,0,14308.0
7721,2021-08-08,17,0,12549.0
7722,2021-08-08,18,0,10214.0
7723,2021-08-08,19,0,9152.0
7724,2021-08-08,20,0,9151.0
7725,2021-08-08,21,1,6807.0
7726,2021-08-08,22,2780,6476.0
7727,2021-08-08,23,38,6318.0
7728,2021-08-09,0,0,5349.0
7729,2021-08-09,1,0,5349.0
7730,2021-08-09,2,0,5349.0
7731,2021-08-09,3,0,5349.0
7732,2021-08-09,4,0,5349.0
7733,2021-08-09,5,0,5349.0
7734,2021-08-09,6,0,5349.0
7735,2021-08-09,7,0,5349.0
7736,2021-08-09,8,12,5361.0
7737,2021-08-09,9,3490,8851.0
7738,2021-08-09,10,3127,11406.0
7739,2021-08-09,11,3080,12624.0
7740,2021-08-09,12,23,12551.0
7741,2021-08-09,13,2597,15148.0
7742,2021-08-09,14,1470,16618.0
7743,2021-08-09,15,2983,19601.0
7744,2021-08-09,16,5691,25292.0
7745,2021-08-09,17,1956,27248.0
7746,2021-08-09,18,0,27248.0
7747,2021-08-09,19,0,27248.0
7748,2021-08-09,20,0,27248.0
7749,2021-08-09,21,0,27247.0
7750,2021-08-09,22,0,24467.0
7751,2021-08-09,23,0,24429.0
7752,2021-08-10,0,0,24429.0
7753,2021-08-10,1,0,24429.0
7754,2021-08-10,2,0,24429.0
7755,2021-08-10,3,0,24429.0
7756,2021-08-10,4,0,24429.0
7757,2021-08-10,5,0,24429.0
7758,2021-08-10,6,0,24429.0
7759,2021-08-10,7,0,24429.0
7760,2021-08-10,8,0,24417.0
7761,2021-08-10,9,0,20927.0
7762,2021-08-10,10,2479,20279.0
7763,2021-08-10,11,4499,21698.0
7764,2021-08-10,12,3885,25560.0
7765,2021-08-10,13,3679,26642.0
7766,2021-08-10,14,7676,32848.0
7767,2021-08-10,15,4952,34817.0
7768,2021-08-10,16,1621,30747.0
7769,2021-08-10,17,4962,33753.0
7770,2021-08-10,18,0,33753.0
7771,2021-08-10,19,0,33753.0
7772,2021-08-10,20,0,33753.0
7773,2021-08-10,21,0,33753.0
7774,2021-08-10,22,1344,35097.0
7775,2021-08-10,23,573,35670.0
7776,2021-08-11,0,35,35705.0
7777,2021-08-11,1,0,35705.0
7778,2021-08-11,2,0,35705.0
7779,2021-08-11,3,0,35705.0
7780,2021-08-11,4,0,35705.0
7781,2021-08-11,5,0,35705.0
7782,2021-08-11,6,0,35705.0
7783,2021-08-11,7,0,35705.0
7784,2021-08-11,8,785,36490.0
7785,2021-08-11,9,3316,39806.0
7786,2021-08-11,10,1921,39248.0
7787,2021-08-11,11,0,34749.0
7788,2021-08-11,12,1036,31900.0
7789,2021-08-11,13,1774,29995.0
7790,2021-08-11,14,2958,25277.0
7791,2021-08-11,15,1955,22280.0
7792,2021-08-11,16,3502,24161.0
7793,2021-08-11,17,3521,22720.0
7794,2021-08-11,18,1778,24498.0
7795,2021-08-11,19,0,24498.0
7796,2021-08-11,20,242,24740.0
7797,2021-08-11,21,1513,26253.0
7798,2021-08-11,22,35,24944.0
7799,2021-08-11,23,1,24372.0
7800,2021-08-12,0,628,24965.0
7801,2021-08-12,1,0,24965.0
7802,2021-08-12,2,0,24965.0
7803,2021-08-12,3,0,24965.0
7804,2021-08-12,4,0,24965.0
7805,2021-08-12,5,0,24965.0
7806,2021-08-12,6,0,24965.0
7807,2021-08-12,7,0,24965.0
7808,2021-08-12,8,225,24405.0
7809,2021-08-12,9,739,21828.0
7810,2021-08-12,10,1694,21601.0
7811,2021-08-12,11,1448,23049.0
7812,2021-08-12,12,6091,28104.0
7813,2021-08-12,13,1041,27371.0
7814,2021-08-12,14,0,24413.0
7815,2021-08-12,15,0,22458.0
7816,2021-08-12,16,0,18956.0
7817,2021-08-12,17,0,15435.0
7818,2021-08-12,18,5355,19012.0
7819,2021-08-12,19,7320,26332.0
7820,2021-08-12,20,27,26117.0
7821,2021-08-12,21,5147,29751.0
7822,2021-08-12,22,9534,39250.0
7823,2021-08-12,23,4204,43453.0
7824,2021-08-13,0,2556,45381.0
7825,2021-08-13,1,0,45381.0
7826,2021-08-13,2,0,45381.0
7827,2021-08-13,3,0,45381.0
7828,2021-08-13,4,0,45381.0
7829,2021-08-13,5,0,45381.0
7830,2021-08-13,6,0,45381.0
7831,2021-08-13,7,68,45449.0
7832,2021-08-13,8,3834,49058.0
7833,2021-08-13,9,1880,50199.0
7834,2021-08-13,10,2135,50640.0
7835,2021-08-13,11,2039,51231.0
7836,2021-08-13,12,1425,46565.0
7837,2021-08-13,13,289,45813.0
7838,2021-08-13,14,3025,48838.0
7839,2021-08-13,15,2947,51785.0
7840,2021-08-13,16,138,51923.0
7841,2021-08-13,17,0,51923.0
7842,2021-08-13,18,3089,49657.0
7843,2021-08-13,19,685,43022.0
7844,2021-08-13,20,3389,46384.0
7845,2021-08-13,21,3975,45212.0
7846,2021-08-13,22,2227,37905.0
7847,2021-08-13,23,2955,36656.0
7848,2021-08-14,0,3908,38008.0
7849,2021-08-14,1,1060,39068.0
7850,2021-08-14,2,0,39068.0
7851,2021-08-14,3,0,39068.0
7852,2021-08-14,4,0,39068.0
7853,2021-08-14,5,0,39068.0
7854,2021-08-14,6,0,39068.0
7855,2021-08-14,7,0,39000.0
7856,2021-08-14,8,0,35166.0
7857,2021-08-14,9,0,33286.0
7858,2021-08-14,10,0,31151.0
7859,2021-08-14,11,0,29112.0
7860,2021-08-14,12,364,28051.0
7861,2021-08-14,13,2292,30054.0
7862,2021-08-14,14,868,27897.0
7863,2021-08-14,15,2349,27299.0
7864,2021-08-14,16,2102,29263.0
7865,2021-08-14,17,3097,32360.0
7866,2021-08-14,18,1241,30512.0
7867,2021-08-14,19,0,29827.0
7868,2021-08-14,20,0,26438.0
7869,2021-08-14,21,0,22463.0
7870,2021-08-14,22,0,20236.0
7871,2021-08-14,23,0,17281.0
7872,2021-08-15,0,0,13373.0
7873,2021-08-15,1,0,12313.0
7874,2021-08-15,2,0,12313.0
7875,2021-08-15,3,0,12313.0
7876,2021-08-15,4,0,12313.0
7877,2021-08-15,5,0,12313.0
7878,2021-08-15,6,0,12313.0
7879,2021-08-15,7,0,12313.0
7880,2021-08-15,8,0,12313.0
7881,2021-08-15,9,0,12313.0
7882,2021-08-15,10,0,12313.0
7883,2021-08-15,11,0,12313.0
7884,2021-08-15,12,0,11949.0
7885,2021-08-15,13,0,9657.0
7886,2021-08-15,14,0,8789.0
7887,2021-08-15,15,0,6440.0
7888,2021-08-15,16,0,4338.0
7889,2021-08-15,17,0,1241.0
7890,2021-08-15,18,0,0.0
7891,2021-08-15,19,593,593.0
7892,2021-08-15,20,121,714.0
7893,2021-08-15,21,468,1182.0
7894,2021-08-15,22,447,1629.0
7895,2021-08-15,23,201,1830.0
7896,2021-08-16,0,516,2346.0
7897,2021-08-16,1,2673,5019.0
7898,2021-08-16,2,0,5019.0
7899,2021-08-16,3,0,5019.0
7900,2021-08-16,4,0,5019.0
7901,2021-08-16,5,0,5019.0
7902,2021-08-16,6,0,5019.0
7903,2021-08-16,7,0,5019.0
7904,2021-08-16,8,0,5019.0
7905,2021-08-16,9,0,5019.0
7906,2021-08-16,10,6103,11122.0
7907,2021-08-16,11,12960,24082.0
7908,2021-08-16,12,5040,29122.0
7909,2021-08-16,13,1451,30573.0
7910,2021-08-16,14,1266,31839.0
7911,2021-08-16,15,6635,38474.0
7912,2021-08-16,16,4486,42960.0
7913,2021-08-16,17,511,43471.0
7914,2021-08-16,18,0,43471.0
7915,2021-08-16,19,0,42878.0
7916,2021-08-16,20,0,42757.0
7917,2021-08-16,21,0,42289.0
7918,2021-08-16,22,0,41842.0
7919,2021-08-16,23,0,41641.0
7920,2021-08-17,0,0,41125.0
7921,2021-08-17,1,0,38452.0
7922,2021-08-17,2,0,38452.0
7923,2021-08-17,3,0,38452.0
7924,2021-08-17,4,0,38452.0
7925,2021-08-17,5,0,38452.0
7926,2021-08-17,6,0,38452.0
7927,2021-08-17,7,0,38452.0
7928,2021-08-17,8,0,38452.0
7929,2021-08-17,9,0,38452.0
7930,2021-08-17,10,0,32349.0
7931,2021-08-17,11,3800,23189.0
7932,2021-08-17,12,4972,23121.0
7933,2021-08-17,13,1235,22905.0
7934,2021-08-17,14,2039,23678.0
7935,2021-08-17,15,2646,19689.0
7936,2021-08-17,16,3824,19027.0
7937,2021-08-17,17,2225,20741.0
7938,2021-08-17,18,2988,23729.0
7939,2021-08-17,19,0,23729.0
7940,2021-08-17,20,0,23729.0
7941,2021-08-17,21,0,23729.0
7942,2021-08-17,22,0,23729.0
7943,2021-08-17,23,192,23921.0
7944,2021-08-18,0,0,23921.0
7945,2021-08-18,1,0,23921.0
7946,2021-08-18,2,0,23921.0
7947,2021-08-18,3,0,23921.0
7948,2021-08-18,4,0,23921.0
7949,2021-08-18,5,0,23921.0
7950,2021-08-18,6,0,23921.0
7951,2021-08-18,7,0,23921.0
7952,2021-08-18,8,0,23921.0
7953,2021-08-18,9,0,23921.0
7954,2021-08-18,10,0,23921.0
7955,2021-08-18,11,1454,21575.0
7956,2021-08-18,12,4753,21356.0
7957,2021-08-18,13,929,21050.0
7958,2021-08-18,14,0,19011.0
7959,2021-08-18,15,0,16365.0
7960,2021-08-18,16,0,12541.0
7961,2021-08-18,17,168,10484.0
7962,2021-08-18,18,3909,11405.0
7963,2021-08-18,19,0,11405.0
7964,2021-08-18,20,0,11405.0
7965,2021-08-18,21,0,11405.0
7966,2021-08-18,22,70,11475.0
7967,2021-08-18,23,0,11283.0
7968,2021-08-19,0,0,11283.0
7969,2021-08-19,1,0,11283.0
7970,2021-08-19,2,0,11283.0
7971,2021-08-19,3,0,11283.0
7972,2021-08-19,4,0,11283.0
7973,2021-08-19,5,0,11283.0
7974,2021-08-19,6,0,11283.0
7975,2021-08-19,7,0,11283.0
7976,2021-08-19,8,0,11283.0
7977,2021-08-19,9,0,11283.0
7978,2021-08-19,10,0,11283.0
7979,2021-08-19,11,0,9829.0
7980,2021-08-19,12,2616,7692.0
7981,2021-08-19,13,4775,11538.0
7982,2021-08-19,14,2143,13681.0
7983,2021-08-19,15,875,14556.0
7984,2021-08-19,16,4013,18569.0
7985,2021-08-19,17,4745,23146.0
7986,2021-08-19,18,3426,22663.0
7987,2021-08-19,19,2349,25012.0
7988,2021-08-19,20,5626,30638.0
7989,2021-08-19,21,475,31113.0
7990,2021-08-19,22,206,31249.0
7991,2021-08-19,23,280,31529.0
7992,2021-08-20,0,1195,32724.0
7993,2021-08-20,1,76,32800.0
7994,2021-08-20,2,0,32800.0
7995,2021-08-20,3,0,32800.0
7996,2021-08-20,4,0,32800.0
7997,2021-08-20,5,0,32800.0
7998,2021-08-20,6,0,32800.0
7999,2021-08-20,7,0,32800.0
8000,2021-08-20,8,258,33058.0
8001,2021-08-20,9,814,33872.0
8002,2021-08-20,10,3526,37398.0
8003,2021-08-20,11,4561,41959.0
8004,2021-08-20,12,2225,41568.0
8005,2021-08-20,13,4451,41244.0
8006,2021-08-20,14,1478,40579.0
8007,2021-08-20,15,3551,43255.0
8008,2021-08-20,16,3984,43226.0
8009,2021-08-20,17,4720,43201.0
8010,2021-08-20,18,3838,43613.0
8011,2021-08-20,19,1424,42688.0
8012,2021-08-20,20,189,37251.0
8013,2021-08-20,21,3,36779.0
8014,2021-08-20,22,0,36573.0
8015,2021-08-20,23,21,36314.0
8016,2021-08-21,0,259,35378.0
8017,2021-08-21,1,988,36290.0
8018,2021-08-21,2,0,36290.0
8019,2021-08-21,3,0,36290.0
8020,2021-08-21,4,0,36290.0
8021,2021-08-21,5,0,36290.0
8022,2021-08-21,6,0,36290.0
8023,2021-08-21,7,0,36290.0
8024,2021-08-21,8,0,36032.0
8025,2021-08-21,9,0,35218.0
8026,2021-08-21,10,0,31692.0
8027,2021-08-21,11,0,27131.0
8028,2021-08-21,12,0,24906.0
8029,2021-08-21,13,0,20455.0
8030,2021-08-21,14,0,18977.0
8031,2021-08-21,15,0,15426.0
8032,2021-08-21,16,0,11442.0
8033,2021-08-21,17,0,6722.0
8034,2021-08-21,18,0,2884.0
8035,2021-08-21,19,0,1460.0
8036,2021-08-21,20,0,1271.0
8037,2021-08-21,21,0,1268.0
8038,2021-08-21,22,1602,2870.0
8039,2021-08-21,23,985,3834.0
8040,2021-08-22,0,88,3663.0
8041,2021-08-22,1,0,2675.0
8042,2021-08-22,2,0,2675.0
8043,2021-08-22,3,0,2675.0
8044,2021-08-22,4,0,2675.0
8045,2021-08-22,5,0,2675.0
8046,2021-08-22,6,0,2675.0
8047,2021-08-22,7,0,2675.0
8048,2021-08-22,8,0,2675.0
8049,2021-08-22,9,0,2675.0
8050,2021-08-22,10,0,2675.0
8051,2021-08-22,11,0,2675.0
8052,2021-08-22,12,0,2675.0
8053,2021-08-22,13,779,3454.0
8054,2021-08-22,14,2087,5541.0
8055,2021-08-22,15,480,6021.0
8056,2021-08-22,16,472,6493.0
8057,2021-08-22,17,34,6527.0
8058,2021-08-22,18,414,6941.0
8059,2021-08-22,19,10,6951.0
8060,2021-08-22,20,2271,9222.0
8061,2021-08-22,21,126,9348.0
8062,2021-08-22,22,978,8724.0
8063,2021-08-22,23,3653,11392.0
8064,2021-08-23,0,2511,13815.0
8065,2021-08-23,1,1259,15074.0
8066,2021-08-23,2,0,15074.0
8067,2021-08-23,3,0,15074.0
8068,2021-08-23,4,0,15074.0
8069,2021-08-23,5,0,15074.0
8070,2021-08-23,6,0,15074.0
8071,2021-08-23,7,0,15074.0
8072,2021-08-23,8,0,15074.0
8073,2021-08-23,9,0,15074.0
8074,2021-08-23,10,34,15108.0
8075,2021-08-23,11,1756,16864.0
8076,2021-08-23,12,6,16870.0
8077,2021-08-23,13,8488,24579.0
8078,2021-08-23,14,1471,23963.0
8079,2021-08-23,15,3130,26613.0
8080,2021-08-23,16,1817,27958.0
8081,2021-08-23,17,1663,29587.0
8082,2021-08-23,18,2807,31980.0
8083,2021-08-23,19,952,32922.0
8084,2021-08-23,20,12,30663.0
8085,2021-08-23,21,1,30538.0
8086,2021-08-23,22,0,29560.0
8087,2021-08-23,23,340,26247.0
8088,2021-08-24,0,419,24155.0
8089,2021-08-24,1,1000,23896.0
8090,2021-08-24,2,0,23896.0
