,Day,Hour,Keypresses,keypresses_over_last_24_hours
14974,2022-06-06,22,1457,15190.0
14975,2022-06-06,23,1866,14188.0
14976,2022-06-07,0,0,13826.0
14977,2022-06-07,1,0,13826.0
14978,2022-06-07,2,0,13826.0
14979,2022-06-07,3,0,13826.0
14980,2022-06-07,4,0,13826.0
14981,2022-06-07,5,0,13826.0
14982,2022-06-07,6,0,13826.0
14983,2022-06-07,7,0,13826.0
14984,2022-06-07,8,253,12731.0
14985,2022-06-07,9,3333,12312.0
14986,2022-06-07,10,5355,14602.0
14987,2022-06-07,11,3310,15960.0
14988,2022-06-07,12,3757,19331.0
14989,2022-06-07,13,2460,21791.0
14990,2022-06-07,14,2737,24528.0
14991,2022-06-07,15,2468,26996.0
14992,2022-06-07,16,2925,29921.0
14993,2022-06-07,17,3205,33126.0
14994,2022-06-07,18,3772,36898.0
14995,2022-06-07,19,1057,37955.0
14996,2022-06-07,20,0,37955.0
14997,2022-06-07,21,508,38463.0
14998,2022-06-07,22,2465,39471.0
14999,2022-06-07,23,4273,41878.0
15000,2022-06-08,0,64,41942.0
15001,2022-06-08,1,0,41942.0
15002,2022-06-08,2,0,41942.0
15003,2022-06-08,3,0,41942.0
15004,2022-06-08,4,0,41942.0
15005,2022-06-08,5,0,41942.0
15006,2022-06-08,6,0,41942.0
15007,2022-06-08,7,0,41942.0
15008,2022-06-08,8,0,41689.0
15009,2022-06-08,9,0,38356.0
15010,2022-06-08,10,0,33001.0
15011,2022-06-08,11,0,29691.0
15012,2022-06-08,12,0,25934.0
15013,2022-06-08,13,0,23474.0
15014,2022-06-08,14,2638,23375.0
15015,2022-06-08,15,3092,23999.0
15016,2022-06-08,16,4076,25150.0
15017,2022-06-08,17,0,21945.0
15018,2022-06-08,18,0,18173.0
15019,2022-06-08,19,0,17116.0
15020,2022-06-08,20,0,17116.0
15021,2022-06-08,21,0,16608.0
15022,2022-06-08,22,0,14143.0
15023,2022-06-08,23,0,9870.0
15024,2022-06-09,0,0,9806.0
15025,2022-06-09,1,0,9806.0
15026,2022-06-09,2,0,9806.0
15027,2022-06-09,3,0,9806.0
15028,2022-06-09,4,0,9806.0
15029,2022-06-09,5,0,9806.0
15030,2022-06-09,6,0,9806.0
15031,2022-06-09,7,0,9806.0
15032,2022-06-09,8,0,9806.0
15033,2022-06-09,9,1862,11668.0
15034,2022-06-09,10,8062,19730.0
15035,2022-06-09,11,3197,22927.0
15036,2022-06-09,12,3383,26310.0
15037,2022-06-09,13,2919,29229.0
15038,2022-06-09,14,749,27340.0
15039,2022-06-09,15,456,24704.0
15040,2022-06-09,16,2188,22816.0
15041,2022-06-09,17,2348,25164.0
15042,2022-06-09,18,0,25164.0
15043,2022-06-09,19,0,25164.0
15044,2022-06-09,20,0,25164.0
15045,2022-06-09,21,0,25164.0
15046,2022-06-09,22,1,25165.0
15047,2022-06-09,23,999,26164.0
15048,2022-06-10,0,429,26593.0
15049,2022-06-10,1,0,26593.0
15050,2022-06-10,2,0,26593.0
15051,2022-06-10,3,0,26593.0
15052,2022-06-10,4,0,26593.0
15053,2022-06-10,5,0,26593.0
15054,2022-06-10,6,0,26593.0
15055,2022-06-10,7,0,26593.0
15056,2022-06-10,8,754,27347.0
15057,2022-06-10,9,1378,26863.0
15058,2022-06-10,10,975,19776.0
15059,2022-06-10,11,292,16871.0
15060,2022-06-10,12,56,13544.0
15061,2022-06-10,13,0,10625.0
15062,2022-06-10,14,0,9876.0
15063,2022-06-10,15,0,9420.0
15064,2022-06-10,16,669,7901.0
15065,2022-06-10,17,1,5554.0
15066,2022-06-10,18,0,5554.0
15067,2022-06-10,19,0,5554.0
15068,2022-06-10,20,0,5554.0
15069,2022-06-10,21,0,5554.0
15070,2022-06-10,22,0,5553.0
15071,2022-06-10,23,0,4554.0
15072,2022-06-11,0,0,4125.0
15073,2022-06-11,1,0,4125.0
15074,2022-06-11,2,0,4125.0
15075,2022-06-11,3,0,4125.0
15076,2022-06-11,4,0,4125.0
15077,2022-06-11,5,0,4125.0
15078,2022-06-11,6,0,4125.0
15079,2022-06-11,7,0,4125.0
15080,2022-06-11,8,0,3371.0
15081,2022-06-11,9,0,1993.0
15082,2022-06-11,10,0,1018.0
15083,2022-06-11,11,0,726.0
15084,2022-06-11,12,0,670.0
15085,2022-06-11,13,0,670.0
15086,2022-06-11,14,0,670.0
15087,2022-06-11,15,98,768.0
15088,2022-06-11,16,7,106.0
15089,2022-06-11,17,0,105.0
15090,2022-06-11,18,0,105.0
15091,2022-06-11,19,0,105.0
15092,2022-06-11,20,0,105.0
15093,2022-06-11,21,0,105.0
15094,2022-06-11,22,0,105.0
15095,2022-06-11,23,0,105.0
15096,2022-06-12,0,0,105.0
15097,2022-06-12,1,0,105.0
15098,2022-06-12,2,0,105.0
15099,2022-06-12,3,0,105.0
15100,2022-06-12,4,0,105.0
15101,2022-06-12,5,0,105.0
15102,2022-06-12,6,0,105.0
15103,2022-06-12,7,0,105.0
15104,2022-06-12,8,0,105.0
15105,2022-06-12,9,0,105.0
15106,2022-06-12,10,0,105.0
15107,2022-06-12,11,0,105.0
15108,2022-06-12,12,0,105.0
15109,2022-06-12,13,0,105.0
15110,2022-06-12,14,0,105.0
15111,2022-06-12,15,0,7.0
15112,2022-06-12,16,0,0.0
15113,2022-06-12,17,0,0.0
15114,2022-06-12,18,0,0.0
15115,2022-06-12,19,0,0.0
15116,2022-06-12,20,0,0.0
15117,2022-06-12,21,0,0.0
15118,2022-06-12,22,0,0.0
15119,2022-06-12,23,0,0.0
15120,2022-06-13,0,0,0.0
15121,2022-06-13,1,0,0.0
15122,2022-06-13,2,0,0.0
15123,2022-06-13,3,0,0.0
15124,2022-06-13,4,0,0.0
15125,2022-06-13,5,0,0.0
15126,2022-06-13,6,0,0.0
15127,2022-06-13,7,0,0.0
15128,2022-06-13,8,0,0.0
15129,2022-06-13,9,0,0.0
15130,2022-06-13,10,0,0.0
15131,2022-06-13,11,0,0.0
15132,2022-06-13,12,0,0.0
15133,2022-06-13,13,0,0.0
15134,2022-06-13,14,0,0.0
15135,2022-06-13,15,1451,1451.0
15136,2022-06-13,16,3904,5355.0
15137,2022-06-13,17,0,5355.0
15138,2022-06-13,18,0,5355.0
15139,2022-06-13,19,0,5355.0
15140,2022-06-13,20,0,5355.0
15141,2022-06-13,21,0,5355.0
15142,2022-06-13,22,0,5355.0
15143,2022-06-13,23,0,5355.0
15144,2022-06-14,0,0,5355.0
15145,2022-06-14,1,0,5355.0
15146,2022-06-14,2,0,5355.0
15147,2022-06-14,3,0,5355.0
15148,2022-06-14,4,0,5355.0
15149,2022-06-14,5,0,5355.0
15150,2022-06-14,6,0,5355.0
15151,2022-06-14,7,0,5355.0
15152,2022-06-14,8,0,5355.0
15153,2022-06-14,9,0,5355.0
15154,2022-06-14,10,0,5355.0
15155,2022-06-14,11,0,5355.0
15156,2022-06-14,12,0,5355.0
15157,2022-06-14,13,0,5355.0
15158,2022-06-14,14,0,5355.0
15159,2022-06-14,15,0,3904.0
15160,2022-06-14,16,0,0.0
15161,2022-06-14,17,0,0.0
15162,2022-06-14,18,984,984.0
15163,2022-06-14,19,50,1034.0
15164,2022-06-14,20,0,1034.0
15165,2022-06-14,21,0,1034.0
15166,2022-06-14,22,0,1034.0
15167,2022-06-14,23,0,1034.0
15168,2022-06-15,0,0,1034.0
15169,2022-06-15,1,0,1034.0
15170,2022-06-15,2,0,1034.0
15171,2022-06-15,3,0,1034.0
15172,2022-06-15,4,0,1034.0
15173,2022-06-15,5,0,1034.0
15174,2022-06-15,6,0,1034.0
15175,2022-06-15,7,0,1034.0
15176,2022-06-15,8,0,1034.0
15177,2022-06-15,9,0,1034.0
15178,2022-06-15,10,0,1034.0
15179,2022-06-15,11,0,1034.0
15180,2022-06-15,12,0,1034.0
15181,2022-06-15,13,0,1034.0
15182,2022-06-15,14,0,1034.0
15183,2022-06-15,15,465,1499.0
15184,2022-06-15,16,1913,3412.0
15185,2022-06-15,17,2588,6000.0
15186,2022-06-15,18,967,5983.0
15187,2022-06-15,19,0,5933.0
15188,2022-06-15,20,0,5933.0
15189,2022-06-15,21,0,5933.0
15190,2022-06-15,22,385,6318.0
15191,2022-06-15,23,0,6318.0
15192,2022-06-16,0,0,6318.0
15193,2022-06-16,1,0,6318.0
15194,2022-06-16,2,0,6318.0
15195,2022-06-16,3,0,6318.0
15196,2022-06-16,4,0,6318.0
15197,2022-06-16,5,0,6318.0
15198,2022-06-16,6,0,6318.0
15199,2022-06-16,7,0,6318.0
15200,2022-06-16,8,181,6499.0
15201,2022-06-16,9,596,7095.0
15202,2022-06-16,10,449,7544.0
15203,2022-06-16,11,781,8325.0
15204,2022-06-16,12,4256,12581.0
15205,2022-06-16,13,5381,17962.0
15206,2022-06-16,14,5425,23387.0
15207,2022-06-16,15,1945,24867.0
15208,2022-06-16,16,5481,28435.0
15209,2022-06-16,17,1832,27679.0
15210,2022-06-16,18,1896,28608.0
15211,2022-06-16,19,2001,30609.0
15212,2022-06-16,20,89,30698.0
15213,2022-06-16,21,2893,33591.0
15214,2022-06-16,22,2395,35601.0
15215,2022-06-16,23,3156,38757.0
15216,2022-06-17,0,2908,41665.0
15217,2022-06-17,1,247,41912.0
15218,2022-06-17,2,0,41912.0
15219,2022-06-17,3,0,41912.0
15220,2022-06-17,4,0,41912.0
15221,2022-06-17,5,0,41912.0
15222,2022-06-17,6,0,41912.0
15223,2022-06-17,7,0,41912.0
15224,2022-06-17,8,665,42396.0
15225,2022-06-17,9,0,41800.0
15226,2022-06-17,10,0,41351.0
15227,2022-06-17,11,3457,44027.0
15228,2022-06-17,12,2873,42644.0
15229,2022-06-17,13,619,37882.0
15230,2022-06-17,14,979,33436.0
15231,2022-06-17,15,1514,33005.0
15232,2022-06-17,16,3971,31495.0
15233,2022-06-17,17,755,30418.0
15234,2022-06-17,18,0,28522.0
15235,2022-06-17,19,0,26521.0
15236,2022-06-17,20,0,26432.0
15237,2022-06-17,21,0,23539.0
15238,2022-06-17,22,0,21144.0
15239,2022-06-17,23,0,17988.0
15240,2022-06-18,0,810,15890.0
15241,2022-06-18,1,0,15643.0
15242,2022-06-18,2,0,15643.0
15243,2022-06-18,3,0,15643.0
15244,2022-06-18,4,0,15643.0
15245,2022-06-18,5,0,15643.0
15246,2022-06-18,6,0,15643.0
15247,2022-06-18,7,0,15643.0
15248,2022-06-18,8,0,14978.0
15249,2022-06-18,9,0,14978.0
15250,2022-06-18,10,0,14978.0
15251,2022-06-18,11,0,11521.0
15252,2022-06-18,12,0,8648.0
15253,2022-06-18,13,0,8029.0
15254,2022-06-18,14,0,7050.0
15255,2022-06-18,15,0,5536.0
15256,2022-06-18,16,0,1565.0
15257,2022-06-18,17,0,810.0
15258,2022-06-18,18,0,810.0
15259,2022-06-18,19,0,810.0
15260,2022-06-18,20,0,810.0
15261,2022-06-18,21,0,810.0
15262,2022-06-18,22,0,810.0
15263,2022-06-18,23,0,810.0
15264,2022-06-19,0,0,0.0
15265,2022-06-19,1,0,0.0
15266,2022-06-19,2,0,0.0
15267,2022-06-19,3,0,0.0
15268,2022-06-19,4,0,0.0
15269,2022-06-19,5,0,0.0
15270,2022-06-19,6,0,0.0
15271,2022-06-19,7,0,0.0
15272,2022-06-19,8,0,0.0
15273,2022-06-19,9,0,0.0
15274,2022-06-19,10,0,0.0
15275,2022-06-19,11,0,0.0
15276,2022-06-19,12,0,0.0
15277,2022-06-19,13,0,0.0
15278,2022-06-19,14,0,0.0
15279,2022-06-19,15,0,0.0
15280,2022-06-19,16,0,0.0
15281,2022-06-19,17,0,0.0
15282,2022-06-19,18,0,0.0
15283,2022-06-19,19,0,0.0
15284,2022-06-19,20,0,0.0
15285,2022-06-19,21,0,0.0
15286,2022-06-19,22,0,0.0
15287,2022-06-19,23,0,0.0
15288,2022-06-20,0,0,0.0
15289,2022-06-20,1,0,0.0
15290,2022-06-20,2,0,0.0
15291,2022-06-20,3,0,0.0
15292,2022-06-20,4,0,0.0
15293,2022-06-20,5,0,0.0
15294,2022-06-20,6,0,0.0
15295,2022-06-20,7,0,0.0
15296,2022-06-20,8,0,0.0
15297,2022-06-20,9,0,0.0
15298,2022-06-20,10,0,0.0
15299,2022-06-20,11,0,0.0
15300,2022-06-20,12,0,0.0
15301,2022-06-20,13,0,0.0
15302,2022-06-20,14,0,0.0
15303,2022-06-20,15,0,0.0
15304,2022-06-20,16,0,0.0
15305,2022-06-20,17,0,0.0
15306,2022-06-20,18,0,0.0
15307,2022-06-20,19,0,0.0
15308,2022-06-20,20,0,0.0
15309,2022-06-20,21,0,0.0
15310,2022-06-20,22,0,0.0
15311,2022-06-20,23,0,0.0
15312,2022-06-21,0,0,0.0
15313,2022-06-21,1,0,0.0
15314,2022-06-21,2,0,0.0
15315,2022-06-21,3,0,0.0
15316,2022-06-21,4,0,0.0
15317,2022-06-21,5,0,0.0
15318,2022-06-21,6,0,0.0
15319,2022-06-21,7,0,0.0
15320,2022-06-21,8,0,0.0
15321,2022-06-21,9,68,68.0
15322,2022-06-21,10,777,845.0
15323,2022-06-21,11,1116,1961.0
15324,2022-06-21,12,1094,3055.0
15325,2022-06-21,13,2136,5191.0
15326,2022-06-21,14,687,5878.0
15327,2022-06-21,15,1,5879.0
15328,2022-06-21,16,0,5879.0
15329,2022-06-21,17,0,5879.0
15330,2022-06-21,18,0,5879.0
15331,2022-06-21,19,2234,8113.0
15332,2022-06-21,20,1771,9884.0
15333,2022-06-21,21,1901,11785.0
15334,2022-06-21,22,2666,14451.0
15335,2022-06-21,23,827,15278.0
15336,2022-06-22,0,0,15278.0
15337,2022-06-22,1,0,15278.0
15338,2022-06-22,2,0,15278.0
15339,2022-06-22,3,0,15278.0
15340,2022-06-22,4,0,15278.0
15341,2022-06-22,5,0,15278.0
15342,2022-06-22,6,0,15278.0
15343,2022-06-22,7,0,15278.0
15344,2022-06-22,8,0,15278.0
15345,2022-06-22,9,0,15210.0
15346,2022-06-22,10,0,14433.0
15347,2022-06-22,11,0,13317.0
15348,2022-06-22,12,4039,16262.0
15349,2022-06-22,13,149,14275.0
15350,2022-06-22,14,0,13588.0
15351,2022-06-22,15,0,13587.0
15352,2022-06-22,16,0,13587.0
15353,2022-06-22,17,511,14098.0
15354,2022-06-22,18,2951,17049.0
15355,2022-06-22,19,1435,16250.0
15356,2022-06-22,20,1082,15561.0
15357,2022-06-22,21,0,13660.0
15358,2022-06-22,22,4112,15106.0
15359,2022-06-22,23,2552,16831.0
15360,2022-06-23,0,0,16831.0
15361,2022-06-23,1,0,16831.0
15362,2022-06-23,2,0,16831.0
15363,2022-06-23,3,0,16831.0
15364,2022-06-23,4,0,16831.0
15365,2022-06-23,5,0,16831.0
15366,2022-06-23,6,311,17142.0
15367,2022-06-23,7,0,17142.0
15368,2022-06-23,8,0,17142.0
15369,2022-06-23,9,0,17142.0
15370,2022-06-23,10,0,17142.0
15371,2022-06-23,11,0,17142.0
15372,2022-06-23,12,0,13103.0
15373,2022-06-23,13,837,13791.0
15374,2022-06-23,14,3076,16867.0
15375,2022-06-23,15,994,17861.0
15376,2022-06-23,16,243,18104.0
15377,2022-06-23,17,0,17593.0
15378,2022-06-23,18,0,14642.0
15379,2022-06-23,19,804,14011.0
15380,2022-06-23,20,604,13533.0
15381,2022-06-23,21,2366,15899.0
15382,2022-06-23,22,1491,13278.0
15383,2022-06-23,23,0,10726.0
15384,2022-06-24,0,0,10726.0
15385,2022-06-24,1,0,10726.0
15386,2022-06-24,2,0,10726.0
15387,2022-06-24,3,0,10726.0
15388,2022-06-24,4,0,10726.0
15389,2022-06-24,5,0,10726.0
15390,2022-06-24,6,0,10415.0
15391,2022-06-24,7,0,10415.0
15392,2022-06-24,8,0,10415.0
15393,2022-06-24,9,125,10540.0
15394,2022-06-24,10,1658,12198.0
15395,2022-06-24,11,749,12947.0
15396,2022-06-24,12,690,13637.0
15397,2022-06-24,13,0,12800.0
15398,2022-06-24,14,0,9724.0
15399,2022-06-24,15,0,8730.0
15400,2022-06-24,16,0,8487.0
15401,2022-06-24,17,0,8487.0
15402,2022-06-24,18,0,8487.0
15403,2022-06-24,19,0,7683.0
15404,2022-06-24,20,0,7079.0
15405,2022-06-24,21,0,4713.0
15406,2022-06-24,22,0,3222.0
15407,2022-06-24,23,0,3222.0
15408,2022-06-25,0,0,3222.0
15409,2022-06-25,1,0,3222.0
15410,2022-06-25,2,0,3222.0
15411,2022-06-25,3,0,3222.0
15412,2022-06-25,4,0,3222.0
15413,2022-06-25,5,0,3222.0
15414,2022-06-25,6,0,3222.0
15415,2022-06-25,7,0,3222.0
15416,2022-06-25,8,0,3222.0
15417,2022-06-25,9,0,3097.0
15418,2022-06-25,10,0,1439.0
15419,2022-06-25,11,0,690.0
15420,2022-06-25,12,0,0.0
15421,2022-06-25,13,0,0.0
15422,2022-06-25,14,0,0.0
15423,2022-06-25,15,0,0.0
15424,2022-06-25,16,0,0.0
15425,2022-06-25,17,0,0.0
15426,2022-06-25,18,0,0.0
15427,2022-06-25,19,0,0.0
15428,2022-06-25,20,0,0.0
15429,2022-06-25,21,0,0.0
15430,2022-06-25,22,0,0.0
15431,2022-06-25,23,0,0.0
15432,2022-06-26,0,0,0.0
15433,2022-06-26,1,0,0.0
15434,2022-06-26,2,0,0.0
15435,2022-06-26,3,0,0.0
15436,2022-06-26,4,0,0.0
15437,2022-06-26,5,0,0.0
15438,2022-06-26,6,0,0.0
15439,2022-06-26,7,0,0.0
15440,2022-06-26,8,0,0.0
15441,2022-06-26,9,0,0.0
15442,2022-06-26,10,0,0.0
15443,2022-06-26,11,0,0.0
15444,2022-06-26,12,0,0.0
15445,2022-06-26,13,0,0.0
15446,2022-06-26,14,0,0.0
15447,2022-06-26,15,0,0.0
15448,2022-06-26,16,0,0.0
15449,2022-06-26,17,0,0.0
15450,2022-06-26,18,0,0.0
15451,2022-06-26,19,0,0.0
15452,2022-06-26,20,0,0.0
15453,2022-06-26,21,0,0.0
15454,2022-06-26,22,0,0.0
15455,2022-06-26,23,0,0.0
15456,2022-06-27,0,0,0.0
15457,2022-06-27,1,0,0.0
15458,2022-06-27,2,0,0.0
15459,2022-06-27,3,0,0.0
15460,2022-06-27,4,0,0.0
15461,2022-06-27,5,0,0.0
15462,2022-06-27,6,0,0.0
15463,2022-06-27,7,0,0.0
15464,2022-06-27,8,0,0.0
15465,2022-06-27,9,745,745.0
15466,2022-06-27,10,342,1087.0
15467,2022-06-27,11,2594,3681.0
15468,2022-06-27,12,71,3752.0
15469,2022-06-27,13,205,3957.0
15470,2022-06-27,14,2193,6150.0
15471,2022-06-27,15,4133,10283.0
15472,2022-06-27,16,3172,13455.0
15473,2022-06-27,17,1868,15323.0
15474,2022-06-27,18,1471,16794.0
15475,2022-06-27,19,5086,21880.0
15476,2022-06-27,20,4045,25925.0
15477,2022-06-27,21,552,26477.0
15478,2022-06-27,22,1613,28090.0
15479,2022-06-27,23,1436,29526.0
15480,2022-06-28,0,0,29526.0
15481,2022-06-28,1,0,29526.0
15482,2022-06-28,2,0,29526.0
15483,2022-06-28,3,0,29526.0
15484,2022-06-28,4,0,29526.0
15485,2022-06-28,5,0,29526.0
15486,2022-06-28,6,0,29526.0
15487,2022-06-28,7,0,29526.0
15488,2022-06-28,8,0,29526.0
15489,2022-06-28,9,1956,30737.0
15490,2022-06-28,10,1196,31591.0
15491,2022-06-28,11,2634,31631.0
15492,2022-06-28,12,864,32424.0
15493,2022-06-28,13,2965,35184.0
15494,2022-06-28,14,1548,34539.0
15495,2022-06-28,15,1346,31752.0
15496,2022-06-28,16,3297,31877.0
15497,2022-06-28,17,4853,34862.0
15498,2022-06-28,18,0,33391.0
15499,2022-06-28,19,0,28305.0
15500,2022-06-28,20,0,24260.0
15501,2022-06-28,21,54,23762.0
15502,2022-06-28,22,5181,27330.0
15503,2022-06-28,23,656,26550.0
15504,2022-06-29,0,992,27542.0
15505,2022-06-29,1,1083,28625.0
15506,2022-06-29,2,0,28625.0
15507,2022-06-29,3,0,28625.0
15508,2022-06-29,4,0,28625.0
15509,2022-06-29,5,0,28625.0
15510,2022-06-29,6,0,28625.0
15511,2022-06-29,7,0,28625.0
15512,2022-06-29,8,0,28625.0
15513,2022-06-29,9,0,26669.0
15514,2022-06-29,10,845,26318.0
15515,2022-06-29,11,9427,33111.0
15516,2022-06-29,12,3916,36163.0
15517,2022-06-29,13,2424,35622.0
15518,2022-06-29,14,1132,35206.0
15519,2022-06-29,15,2635,36495.0
15520,2022-06-29,16,2506,35704.0
15521,2022-06-29,17,4511,35362.0
15522,2022-06-29,18,1,35363.0
15523,2022-06-29,19,0,35363.0
15524,2022-06-29,20,0,35363.0
15525,2022-06-29,21,0,35309.0
15526,2022-06-29,22,0,30128.0
15527,2022-06-29,23,2332,31804.0
15528,2022-06-30,0,100,30912.0
15529,2022-06-30,1,0,29829.0
15530,2022-06-30,2,0,29829.0
15531,2022-06-30,3,0,29829.0
15532,2022-06-30,4,0,29829.0
15533,2022-06-30,5,0,29829.0
15534,2022-06-30,6,0,29829.0
15535,2022-06-30,7,0,29829.0
15536,2022-06-30,8,0,29829.0
15537,2022-06-30,9,1,29830.0
15538,2022-06-30,10,2172,31157.0
15539,2022-06-30,11,1160,22890.0
15540,2022-06-30,12,0,18974.0
15541,2022-06-30,13,0,16550.0
15542,2022-06-30,14,474,15892.0
15543,2022-06-30,15,2754,16011.0
15544,2022-06-30,16,3095,16600.0
15545,2022-06-30,17,2405,14494.0
15546,2022-06-30,18,0,14493.0
15547,2022-06-30,19,447,14940.0
15548,2022-06-30,20,2330,17270.0
15549,2022-06-30,21,1645,18915.0
15550,2022-06-30,22,3498,22413.0
15551,2022-06-30,23,6057,26138.0
15552,2022-07-01,0,0,26038.0
15553,2022-07-01,1,0,26038.0
15554,2022-07-01,2,0,26038.0
15555,2022-07-01,3,0,26038.0
15556,2022-07-01,4,0,26038.0
15557,2022-07-01,5,0,26038.0
15558,2022-07-01,6,0,26038.0
15559,2022-07-01,7,0,26038.0
15560,2022-07-01,8,0,26038.0
15561,2022-07-01,9,2127,28164.0
15562,2022-07-01,10,2103,28095.0
15563,2022-07-01,11,3912,30847.0
15564,2022-07-01,12,5402,36249.0
15565,2022-07-01,13,2823,39072.0
15566,2022-07-01,14,1970,40568.0
15567,2022-07-01,15,1684,39498.0
15568,2022-07-01,16,0,36403.0
15569,2022-07-01,17,21,34019.0
15570,2022-07-01,18,1501,35520.0
15571,2022-07-01,19,0,35073.0
15572,2022-07-01,20,0,32743.0
15573,2022-07-01,21,0,31098.0
15574,2022-07-01,22,0,27600.0
15575,2022-07-01,23,0,21543.0
15576,2022-07-02,0,0,21543.0
15577,2022-07-02,1,0,21543.0
15578,2022-07-02,2,0,21543.0
15579,2022-07-02,3,0,21543.0
15580,2022-07-02,4,0,21543.0
15581,2022-07-02,5,0,21543.0
15582,2022-07-02,6,0,21543.0
15583,2022-07-02,7,0,21543.0
15584,2022-07-02,8,0,21543.0
15585,2022-07-02,9,0,19416.0
15586,2022-07-02,10,0,17313.0
15587,2022-07-02,11,0,13401.0
15588,2022-07-02,12,0,7999.0
15589,2022-07-02,13,0,5176.0
15590,2022-07-02,14,0,3206.0
15591,2022-07-02,15,0,1522.0
15592,2022-07-02,16,0,1522.0
15593,2022-07-02,17,0,1501.0
15594,2022-07-02,18,0,0.0
15595,2022-07-02,19,0,0.0
15596,2022-07-02,20,0,0.0
15597,2022-07-02,21,0,0.0
15598,2022-07-02,22,0,0.0
15599,2022-07-02,23,0,0.0
15600,2022-07-03,0,0,0.0
15601,2022-07-03,1,0,0.0
15602,2022-07-03,2,0,0.0
15603,2022-07-03,3,0,0.0
15604,2022-07-03,4,0,0.0
15605,2022-07-03,5,0,0.0
15606,2022-07-03,6,0,0.0
15607,2022-07-03,7,0,0.0
15608,2022-07-03,8,0,0.0
15609,2022-07-03,9,0,0.0
15610,2022-07-03,10,0,0.0
15611,2022-07-03,11,0,0.0
15612,2022-07-03,12,0,0.0
15613,2022-07-03,13,0,0.0
15614,2022-07-03,14,0,0.0
15615,2022-07-03,15,0,0.0
15616,2022-07-03,16,0,0.0
15617,2022-07-03,17,0,0.0
15618,2022-07-03,18,0,0.0
15619,2022-07-03,19,0,0.0
15620,2022-07-03,20,0,0.0
15621,2022-07-03,21,0,0.0
15622,2022-07-03,22,0,0.0
15623,2022-07-03,23,0,0.0
15624,2022-07-04,0,0,0.0
15625,2022-07-04,1,0,0.0
15626,2022-07-04,2,0,0.0
15627,2022-07-04,3,0,0.0
15628,2022-07-04,4,0,0.0
15629,2022-07-04,5,0,0.0
15630,2022-07-04,6,0,0.0
15631,2022-07-04,7,0,0.0
15632,2022-07-04,8,0,0.0
15633,2022-07-04,9,0,0.0
15634,2022-07-04,10,0,0.0
15635,2022-07-04,11,0,0.0
15636,2022-07-04,12,1305,1305.0
15637,2022-07-04,13,356,1661.0
15638,2022-07-04,14,2072,3733.0
15639,2022-07-04,15,716,4449.0
15640,2022-07-04,16,1026,5475.0
15641,2022-07-04,17,6,5481.0
15642,2022-07-04,18,0,5481.0
15643,2022-07-04,19,8,5489.0
15644,2022-07-04,20,0,5489.0
15645,2022-07-04,21,0,5489.0
15646,2022-07-04,22,0,5489.0
15647,2022-07-04,23,0,5489.0
15648,2022-07-05,0,68,5557.0
15649,2022-07-05,1,1,5558.0
15650,2022-07-05,2,0,5558.0
15651,2022-07-05,3,0,5558.0
15652,2022-07-05,4,0,5558.0
15653,2022-07-05,5,0,5558.0
15654,2022-07-05,6,0,5558.0
15655,2022-07-05,7,0,5558.0
15656,2022-07-05,8,0,5558.0
15657,2022-07-05,9,0,5558.0
15658,2022-07-05,10,2862,8420.0
15659,2022-07-05,11,3158,11578.0
15660,2022-07-05,12,3201,13474.0
15661,2022-07-05,13,2971,16089.0
15662,2022-07-05,14,4145,18162.0
15663,2022-07-05,15,1403,18849.0
15664,2022-07-05,16,2565,20388.0
15665,2022-07-05,17,1693,22075.0
15666,2022-07-05,18,2714,24789.0
15667,2022-07-05,19,3811,28592.0
15668,2022-07-05,20,500,29092.0
15669,2022-07-05,21,1620,30712.0
15670,2022-07-05,22,1842,32554.0
15671,2022-07-05,23,1582,34136.0
15672,2022-07-06,0,5,34073.0
15673,2022-07-06,1,0,34072.0
15674,2022-07-06,2,0,34072.0
15675,2022-07-06,3,0,34072.0
15676,2022-07-06,4,0,34072.0
15677,2022-07-06,5,0,34072.0
15678,2022-07-06,6,0,34072.0
15679,2022-07-06,7,0,34072.0
15680,2022-07-06,8,0,34072.0
15681,2022-07-06,9,0,34072.0
15682,2022-07-06,10,0,31210.0
15683,2022-07-06,11,0,28052.0
15684,2022-07-06,12,0,24851.0
15685,2022-07-06,13,569,22449.0
15686,2022-07-06,14,2752,21056.0
15687,2022-07-06,15,3619,23272.0
15688,2022-07-06,16,2009,22716.0
15689,2022-07-06,17,2726,23749.0
15690,2022-07-06,18,2817,23852.0
15691,2022-07-06,19,5957,25998.0
15692,2022-07-06,20,4040,29538.0
15693,2022-07-06,21,5987,33905.0
15694,2022-07-06,22,3369,35432.0
15695,2022-07-06,23,3910,37760.0
15696,2022-07-07,0,0,37755.0
15697,2022-07-07,1,0,37755.0
15698,2022-07-07,2,0,37755.0
15699,2022-07-07,3,0,37755.0
15700,2022-07-07,4,0,37755.0
15701,2022-07-07,5,0,37755.0
15702,2022-07-07,6,0,37755.0
15703,2022-07-07,7,0,37755.0
15704,2022-07-07,8,0,37755.0
15705,2022-07-07,9,1813,39568.0
15706,2022-07-07,10,3412,42980.0
15707,2022-07-07,11,4255,47235.0
15708,2022-07-07,12,3055,50290.0
15709,2022-07-07,13,781,50502.0
15710,2022-07-07,14,0,47750.0
15711,2022-07-07,15,0,44131.0
15712,2022-07-07,16,0,42122.0
