Date,steps,7_day_avg,30_day_avg,365_day_avg
2021-06-10,3569,8181.571428571428,8002.833333333333,6508.660273972603
2021-06-11,6358,8163.285714285715,8133.766666666666,6512.545205479452
2021-06-12,11465,7186.857142857143,8307.5,6530.52602739726
2021-06-13,10977,6805.571428571428,8587.1,6551.2520547945205
2021-06-14,9918,7423.142857142857,8408.2,6569.7945205479455
2021-06-15,8987,8215.714285714286,8558.9,6580.956164383561
2021-06-16,9598,8696.0,8741.0,6593.323287671233
2021-06-17,2530,8547.57142857143,8490.433333333332,6583.745205479452
2021-06-18,14016,9641.57142857143,8780.366666666667,6606.843835616439
2021-06-19,7637,9094.714285714286,8853.766666666666,6618.3452054794525
2021-06-20,17477,10023.285714285714,8978.266666666666,6663.884931506849
2021-06-21,3681,9132.285714285714,8583.166666666666,6668.972602739726
2021-06-22,11582,9503.0,8719.633333333333,6686.742465753425
2021-06-23,2582,8500.714285714286,8635.766666666666,6674.602739726028
2021-06-24,8324,9328.42857142857,8786.333333333334,6683.641095890411
2021-06-25,5188,8067.285714285715,8769.7,6682.819178082192
2021-06-26,6093,7846.714285714285,8743.933333333332,6679.175342465754
2021-06-27,20404,8264.857142857143,9179.133333333333,6690.339726027397
2021-06-28,6131,8614.857142857143,8894.9,6678.495890410959
2021-06-29,5831,7793.285714285715,8936.866666666667,6681.191780821918
2021-06-30,9050,8717.285714285714,8743.1,6693.3369863013695
2021-07-01,1390,7726.714285714285,8432.933333333332,6683.660273972603
2021-07-02,7870,8109.857142857143,8378.166666666666,6689.419178082192
2021-07-03,8392,8438.285714285714,8425.066666666668,6708.542465753425
2021-07-04,19913,8368.142857142857,8872.633333333333,6752.912328767124
2021-07-05,11649,9156.42857142857,8650.933333333332,6777.068493150685
2021-07-06,9150,9630.57142857143,8501.066666666668,6768.183561643836
2021-07-07,9029,9627.57142857143,8615.533333333333,6758.057534246575
2021-07-08,7911,10559.142857142857,8764.6,6763.421917808219
2021-07-09,3152,9885.142857142857,8661.8,6748.690410958904
2021-07-10,13528,10618.857142857143,8993.766666666666,6767.4684931506845
2021-07-11,9954,9196.142857142857,9113.633333333333,6771.421917808219
2021-07-12,7859,8654.714285714286,8993.433333333332,6775.084931506849
2021-07-13,7726,8451.285714285714,8885.066666666668,6776.575342465753
2021-07-14,13123,9036.142857142857,8991.9,6796.528767123287
2021-07-15,7462,8972.0,8941.066666666668,6803.558904109589
2021-07-16,5642,9327.714285714286,8809.2,6801.775342465753
2021-07-17,13313,9297.0,9168.633333333333,6829.5698630136985
2021-07-18,8978,9157.57142857143,9000.7,6848.501369863014
2021-07-19,8999,9320.42857142857,9046.1,6867.983561643836
2021-07-20,10852,9767.0,8825.266666666666,6889.772602739726
2021-07-21,7301,8935.285714285714,8945.933333333332,6890.890410958904
2021-07-22,6758,8834.714285714286,8785.133333333333,6890.364383561644
2021-07-23,10715,9559.42857142857,9056.233333333334,6909.076712328767
2021-07-24,8922,8932.142857142857,9076.166666666666,6924.915068493151
2021-07-25,12541,9441.142857142857,9321.266666666666,6939.906849315069
2021-07-26,6629,9102.57142857143,9339.133333333333,6949.093150684931
2021-07-27,4750,8230.857142857143,8817.333333333334,6944.660273972603
2021-07-28,10856,8738.714285714286,8974.833333333334,6955.734246575343
2021-07-29,5334,8535.285714285714,8958.266666666666,6953.630136986301
2021-07-30,7910,8134.571428571428,8920.266666666666,6968.005479452055
2021-07-31,7337,7908.142857142857,9118.5,6978.958904109589
2021-08-01,11517,7761.857142857143,9240.066666666668,6988.024657534246
2021-08-02,2867,7224.428571428572,9055.9,6989.991780821918
2021-08-03,9955,7968.0,8723.966666666667,6995.139726027397
2021-08-04,13033,8279.0,8770.1,6985.517808219178
2021-08-05,6915,8504.857142857143,8695.6,6985.495890410959
2021-08-06,5166,8112.857142857143,8566.833333333334,6976.005479452055
2021-08-07,7816,8181.285714285715,8563.666666666666,6969.58904109589
2021-08-08,15209,8708.714285714286,8965.566666666668,6991.265753424657
2021-08-09,9975,9724.142857142857,8847.133333333333,7010.052054794521
2021-08-10,5486,9085.714285714286,8698.2,7004.139726027397
2021-08-11,9329,8556.57142857143,8747.2,7016.273972602739
2021-08-12,11295,9182.285714285714,8866.166666666666,7042.391780821918
2021-08-13,7086,9456.57142857143,8664.933333333332,7059.180821917808
2021-08-14,10553,9847.57142857143,8767.966666666667,7083.353424657535
2021-08-15,4005,8247.0,8713.4,7089.61095890411
2021-08-16,11301,8436.42857142857,8646.333333333334,7115.602739726028
2021-08-17,10294,9123.285714285714,8690.2,7139.005479452055
2021-08-18,11924,9494.0,8787.7,7166.41095890411
2021-08-19,6287,8778.57142857143,8635.533333333333,7173.210958904109
2021-08-20,4988,8478.857142857143,8558.433333333332,7178.4684931506845
2021-08-21,15098,9128.142857142857,8836.433333333332,7214.641095890411
2021-08-22,5845,9391.0,8674.1,7207.005479452055
2021-08-23,4588,8432.0,8529.633333333333,7187.895890410959
2021-08-24,6310,7862.857142857143,8321.933333333332,7182.808219178082
2021-08-25,5866,6997.428571428572,8296.5,7173.271232876712
2021-08-26,12635,7904.285714285715,8559.333333333334,7179.090410958904
2021-08-27,11339,8811.57142857143,8575.433333333332,7188.235616438356
2021-08-28,8446,7861.285714285715,8679.166666666666,7200.624657534247
2021-08-29,18822,9715.142857142857,9042.9,7237.358904109589
2021-08-30,9112,10361.42857142857,9102.066666666668,7239.134246575342
2021-08-31,7034,10464.857142857143,8952.633333333333,7231.898630136986
2021-09-01,7845,10747.57142857143,9118.566666666668,7233.413698630137
2021-09-02,9286,10269.142857142857,9096.266666666666,7236.090410958904
2021-09-03,14272,10688.142857142857,9137.566666666668,7248.961643835616
2021-09-04,15439,11687.142857142857,9421.7,7271.320547945205
2021-09-05,12258,10749.42857142857,9658.1,7288.821917808219
2021-09-06,12488,11231.714285714286,9813.833333333334,7308.945205479452
2021-09-07,11329,11845.285714285714,9684.5,7320.2520547945205
2021-09-08,10236,12186.857142857143,9693.2,7339.808219178082
2021-09-09,12326,12621.142857142857,9921.2,7358.312328767123
2021-09-10,14644,12674.285714285714,10098.366666666667,7386.271232876712
2021-09-11,1925,10743.714285714286,9786.033333333333,7370.386301369863
2021-09-12,18384,11618.857142857143,10162.633333333333,7412.465753424657
2021-09-13,8762,11086.57142857143,10102.933333333332,7410.479452054795
2021-09-14,17166,11920.42857142857,10541.633333333333,7434.490410958904
2021-09-15,6719,11418.0,10388.9,7443.090410958904
2021-09-16,10711,11187.285714285714,10402.8,7460.501369863014
2021-09-17,5794,9923.0,10198.466666666667,7468.4767123287675
2021-09-18,14785,11760.142857142857,10481.733333333334,7490.942465753425
2021-09-19,18768,11815.0,10941.066666666668,7518.843835616439
2021-09-20,5348,11327.285714285714,10616.066666666668,7510.676712328767
2021-09-21,16596,11245.857142857143,10974.433333333332,7528.627397260274
2021-09-22,7232,11319.142857142857,11062.566666666668,7543.542465753425
2021-09-23,7488,10858.714285714286,11101.833333333334,7542.660273972603
2021-09-24,6823,11005.714285714286,11133.733333333334,7545.684931506849
2021-09-25,18932,11598.142857142857,11343.633333333333,7578.920547945206
2021-09-26,20535,11850.57142857143,11650.166666666666,7623.490410958904
2021-09-27,5171,11825.285714285714,11541.0,7608.4
2021-09-28,10416,10942.42857142857,11260.8,7623.449315068493
2021-09-29,6336,10814.42857142857,11168.266666666666,7620.520547945205
2021-09-30,4567,10397.142857142857,11086.033333333333,7615.87397260274
2021-10-01,6111,10295.42857142857,11028.233333333334,7616.545205479452
2021-10-02,11083,9174.142857142857,11088.133333333333,7630.115068493151
2021-10-03,13077,8108.714285714285,11048.3,7654.904109589041
2021-10-04,3790,7911.428571428572,10660.0,7630.18904109589
2021-10-05,11253,8031.0,10626.5,7634.454794520548
2021-10-06,5677,7936.857142857143,10399.466666666667,7638.254794520548
2021-10-07,3477,7781.142857142857,10137.733333333334,7638.027397260274
2021-10-08,10908,8466.42857142857,10160.133333333333,7658.994520547945
2021-10-09,6841,7860.428571428572,9977.3,7650.624657534247
2021-10-10,7940,7126.571428571428,9753.833333333334,7665.512328767123
2021-10-11,9888,7997.714285714285,10019.266666666666,7672.830136986301
2021-10-12,6000,7247.285714285715,9606.466666666667,7678.5698630136985
2021-10-13,4776,7118.571428571428,9473.6,7680.693150684931
2021-10-14,4932,7326.428571428572,9065.8,7670.520547945205
2021-10-15,9875,7178.857142857143,9171.0,7673.649315068493
2021-10-16,13016,8061.0,9247.833333333334,7689.115068493151
2021-10-17,17813,9471.42857142857,9648.466666666667,7703.668493150685
2021-10-18,4200,8658.857142857143,9295.633333333333,7681.857534246576
2021-10-19,5040,8521.714285714286,8838.033333333333,7680.295890410959
2021-10-20,6875,8821.57142857143,8888.933333333332,7686.627397260274
2021-10-21,2686,8500.714285714286,8425.266666666666,7680.775342465753
2021-10-22,12601,8890.142857142857,8604.233333333334,7709.706849315068
2021-10-23,11947,8737.42857142857,8752.866666666667,7737.046575342466
2021-10-24,12517,7980.857142857143,8942.666666666666,7743.449315068493
2021-10-25,7281,8421.0,8554.3,7736.391780821918
2021-10-26,4740,8378.142857142857,8027.8,7732.789041095891
2021-10-27,10800,8938.857142857143,8215.433333333332,7757.123287671233
2021-10-28,12989,10410.714285714286,8301.2,7776.898630136986
2021-10-29,12972,10463.714285714286,8522.4,7800.104109589041
2021-10-30,16386,11097.857142857143,8916.366666666667,7826.690410958904
2021-10-31,17276,11777.714285714286,9288.533333333333,7855.632876712329
2021-11-01,8183,11906.57142857143,9191.866666666667,7854.638356164383
2021-11-02,16034,13520.0,9290.433333333332,7883.5698630136985
2021-11-03,6090,12847.142857142857,9367.1,7892.147945205479
2021-11-04,8114,12150.714285714286,9262.466666666667,7900.967123287671
2021-11-05,7075,11308.285714285714,9309.066666666668,7914.038356164384
2021-11-06,6817,9941.285714285714,9420.4,7920.6
2021-11-07,10019,8904.57142857143,9390.766666666666,7922.164383561644
2021-11-08,7420,8795.57142857143,9410.066666666668,7922.5698630136985
2021-11-09,5246,7254.428571428572,9320.266666666666,7903.561643835616
2021-11-10,9978,7809.857142857143,9323.266666666666,7913.854794520548
2021-11-11,7927,7783.142857142857,9387.5,7919.34794520548
2021-11-12,8089,7928.0,9497.933333333332,7936.295890410959
2021-11-13,11476,8593.57142857143,9716.066666666668,7937.871232876712
2021-11-14,12459,8942.142857142857,9802.2,7958.378082191781
2021-11-15,14094,9895.57142857143,9838.133333333333,7983.1589041095895
2021-11-16,11087,10730.0,9613.933333333332,8001.7479452054795
2021-11-17,6772,10272.0,9699.666666666666,8014.567123287671
2021-11-18,7958,10276.42857142857,9796.933333333332,8012.668493150685
2021-11-19,7181,10146.714285714286,9807.133333333333,8025.986301369863
2021-11-20,14072,10517.57142857143,10186.666666666666,8046.635616438356
2021-11-21,14730,10842.0,10257.633333333333,8056.0
2021-11-22,7976,9968.0,10125.266666666666,8056.4
2021-11-23,10022,9815.857142857143,10042.1,8074.213698630137
2021-11-24,14781,10960.0,10292.1,8083.712328767123
2021-11-25,11772,11504.857142857143,10526.5,8100.893150684931
2021-11-26,8762,11730.714285714286,10458.566666666668,8098.6164383561645
2021-11-27,8534,10939.57142857143,10310.066666666668,8114.134246575342
2021-11-28,3993,9405.714285714286,10010.766666666666,8103.353424657535
2021-11-29,9174,9576.857142857143,9770.366666666667,8102.315068493151
2021-11-30,7258,9182.0,9436.433333333332,8110.657534246576
2021-12-01,6491,7997.714285714285,9380.033333333333,8114.232876712329
2021-12-02,5114,7046.571428571428,9016.033333333333,8101.178082191781
2021-12-03,16272,8119.428571428572,9355.433333333332,8140.361643835617
2021-12-04,12915,8745.285714285714,9515.466666666667,8167.8876712328765
2021-12-05,12734,9994.0,9704.1,8200.320547945206
2021-12-06,5370,9450.57142857143,9655.866666666667,8192.421917808218
2021-12-07,4928,9117.714285714286,9486.166666666666,8192.912328767123
2021-12-08,11605,9848.285714285714,9625.666666666666,8204.238356164384
2021-12-09,8734,10365.42857142857,9741.933333333332,8210.923287671232
2021-12-10,9267,9364.714285714286,9718.233333333334,8214.92602739726
2021-12-11,7465,8586.142857142857,9702.833333333334,8224.446575342467
2021-12-12,16194,9080.42857142857,9973.0,8262.104109589041
2021-12-13,7308,9357.285714285714,9834.066666666668,8248.980821917808
2021-12-14,8176,9821.285714285714,9691.3,8260.164383561643
2021-12-15,2987,8590.142857142857,9321.066666666668,8265.51506849315
2021-12-16,2659,7722.285714285715,9040.133333333333,8266.649315068493
2021-12-17,7787,7510.857142857143,9073.966666666667,8276.446575342467
2021-12-18,9333,7777.714285714285,9119.8,8295.591780821918
2021-12-19,14799,7578.428571428572,9373.733333333334,8317.046575342465
2021-12-20,7888,7661.285714285715,9167.6,8327.646575342465
2021-12-21,7121,7510.571428571428,8913.966666666667,8336.605479452055
2021-12-22,9964,8507.285714285714,8980.233333333334,8352.432876712328
2021-12-23,7700,9227.42857142857,8902.833333333334,8353.575342465754
2021-12-24,9289,9442.0,8719.766666666666,8367.161643835616
2021-12-25,5556,8902.42857142857,8512.566666666668,8364.687671232878
2021-12-26,7896,7916.285714285715,8483.7,8372.241095890411
2021-12-27,8713,8034.142857142857,8489.666666666666,8385.934246575342
2021-12-28,7656,8110.571428571428,8611.766666666666,8398.91506849315
2021-12-29,9021,7975.857142857143,8606.666666666666,8396.331506849316
2021-12-30,15333,9066.285714285714,8875.833333333334,8399.238356164384
2021-12-31,9007,9026.0,8959.7,8391.586301369864
2022-01-01,5572,9028.285714285714,8974.966666666667,8390.545205479451
2022-01-02,4188,8498.57142857143,8572.166666666666,8377.364383561644
2022-01-03,4397,7882.0,8288.233333333334,8383.857534246576
2022-01-04,10513,8290.142857142857,8214.2,8408.495890410959
2022-01-05,8510,8217.142857142857,8318.866666666667,8428.471232876713
2022-01-06,10613,7542.857142857143,8508.366666666667,8451.65205479452
2022-01-07,5707,7071.428571428572,8311.766666666666,8460.827397260275
2022-01-08,5769,7099.571428571428,8212.933333333332,8463.435616438355
2022-01-09,15299,8686.857142857143,8414.0,8495.756164383562
2022-01-10,7415,9118.0,8412.333333333334,8505.48493150685
2022-01-11,10229,9077.42857142857,8213.5,8523.879452054794
2022-01-12,3435,8352.42857142857,8084.4,8518.945205479453
2022-01-13,4329,7454.714285714285,7956.166666666667,8527.22191780822
2022-01-14,1086,6794.571428571428,7892.8,8516.29315068493
2022-01-15,841,6090.571428571428,7832.2,8512.191780821919
2022-01-16,885,4031.4285714285716,7602.133333333333,8497.208219178083
2022-01-17,1791,3228.0,7350.733333333334,8483.936986301369
2022-01-18,1543,1987.142857142857,6908.866666666667,8470.25205479452
2022-01-19,8070,2649.285714285714,6914.933333333333,8480.035616438356
2022-01-20,7353,3081.285714285714,6922.666666666667,8493.063013698631
2022-01-21,6946,3918.4285714285716,6822.066666666667,8489.410958904109
2022-01-22,14536,5874.857142857143,7049.933333333333,8514.528767123287
2022-01-23,6714,6707.571428571428,6964.1,8517.021917808219
2022-01-24,11283,8063.571428571428,7155.0,8534.08493150685
2022-01-25,8159,9008.714285714286,7163.766666666666,8553.446575342467
2022-01-26,8703,9099.142857142857,7163.433333333333,8571.027397260274
2022-01-27,13417,9965.42857142857,7355.466666666666,8602.043835616438
2022-01-28,4646,9636.857142857143,7209.633333333333,8611.013698630137
2022-01-29,3776,8099.714285714285,6824.4,8616.539726027397
2022-01-30,11772,8822.285714285714,6916.566666666667,8645.164383561643
2022-01-31,8743,8459.42857142857,7022.266666666666,8663.180821917807
2022-02-01,11520,8939.57142857143,7266.666666666667,8687.969863013699
2022-02-02,9861,9105.0,7448.8,8685.797260273972
2022-02-03,8434,8393.142857142857,7379.5,8695.416438356164
2022-02-04,8012,8874.0,7362.9,8697.328767123288
2022-02-05,15775,10588.142857142857,7534.966666666666,8729.46301369863
2022-02-06,9760,10300.714285714286,7670.066666666667,8727.071232876713
2022-02-07,5624,9855.142857142857,7665.233333333334,8721.419178082191
2022-02-08,12415,9983.0,7569.1,8744.186301369862
2022-02-09,9025,9863.57142857143,7622.766666666666,8753.945205479453
2022-02-10,7896,9786.714285714286,7545.0,8754.591780821918
2022-02-11,22668,11880.42857142857,8186.1,8801.849315068494
2022-02-12,20643,12575.857142857143,8729.9,8854.791780821917
2022-02-13,10140,12630.142857142857,9031.7,8863.92602739726
2022-02-14,13555,13763.142857142857,9455.5,8885.756164383562
2022-02-15,10926,13550.42857142857,9790.2,8903.589041095891
2022-02-16,6910,13248.285714285714,9960.833333333334,8905.416438356164
2022-02-17,14530,14196.0,10393.733333333334,8928.46301369863
2022-02-18,4963,11666.714285714286,10290.166666666666,8927.597260273973
2022-02-19,5340,9480.57142857143,10223.066666666668,8937.479452054795
2022-02-20,12568,9827.42857142857,10410.466666666667,8962.920547945205
2022-02-21,13315,9793.142857142857,10369.766666666666,8983.895890410959
2022-02-22,8444,9438.57142857143,10427.433333333332,9003.131506849315
2022-02-23,7321,9497.285714285714,10295.366666666667,9010.197260273973
2022-02-24,10498,8921.285714285714,10373.333333333334,9029.07397260274
2022-02-25,9268,9536.285714285714,10392.166666666666,9031.397260273972
2022-02-26,11140,10364.857142857143,10316.266666666666,9035.216438356165
2022-02-27,15346,10761.714285714286,10672.933333333332,9051.934246575342
2022-02-28,10656,10381.857142857143,10902.266666666666,9065.767123287671
2022-03-01,11513,10820.285714285714,10893.633333333333,9076.191780821919
2022-03-02,10332,11250.42857142857,10946.6,9095.101369863014
2022-03-03,17181,12205.142857142857,11135.3,9116.334246575343
2022-03-04,18148,13473.714285714286,11411.533333333333,9132.728767123288
2022-03-05,22803,15139.857142857143,11890.5,9171.53698630137
2022-03-06,11073,14529.42857142857,11992.533333333333,9171.72602739726
2022-03-07,7501,14078.714285714286,11716.733333333334,9167.923287671232
2022-03-08,5338,13196.57142857143,11569.333333333334,9177.95890410959
2022-03-09,7995,12862.714285714286,11648.366666666667,9189.82191780822
2022-03-10,8765,11660.42857142857,11526.7,9188.372602739726
2022-03-11,12444,10845.57142857143,11640.666666666666,9211.495890410959
2022-03-12,22189,10757.857142857143,12117.1,9251.230136986302
2022-03-13,25553,12826.42857142857,12213.266666666666,9283.871232876712
2022-03-14,25271,15365.0,12367.533333333333,9334.756164383562
2022-03-15,21645,17694.571428571428,12751.033333333333,9375.104109589041
2022-03-16,14828,18670.714285714286,12793.466666666667,9391.936986301369
2022-03-17,15504,19633.428571428572,12946.066666666668,9414.449315068494
2022-03-18,5748,18676.85714285714,12907.333333333334,9414.78904109589
2022-03-19,9129,16811.14285714286,12727.3,9418.810958904109
2022-03-20,9364,14498.42857142857,12874.0,9412.186301369862
2022-03-21,12855,12724.714285714286,13124.5,9429.586301369864
2022-03-22,7710,10734.0,12962.566666666668,9435.750684931507
2022-03-23,6991,9614.42857142857,12751.766666666666,9429.34794520548
2022-03-24,13062,9265.57142857143,12905.7,9449.123287671233
2022-03-25,6235,9335.142857142857,12869.5,9456.991780821918
2022-03-26,6092,8901.285714285714,12722.633333333333,9437.002739726027
2022-03-27,2924,7981.285714285715,12511.166666666666,9394.758904109589
2022-03-28,7178,7170.285714285715,12379.1,9398.742465753425
2022-03-29,8345,7261.0,12145.733333333334,9401.249315068493
2022-03-30,4749,6940.714285714285,11948.833333333334,9402.120547945206
2022-03-31,11283,6686.571428571428,11941.166666666666,9418.939726027398
2022-04-01,7872,6920.428571428572,11859.166666666666,9422.824657534247
2022-04-02,11901,7750.285714285715,11683.166666666666,9444.531506849315
2022-04-03,7911,8462.714285714286,11341.933333333332,9450.8
2022-04-04,1903,7709.142857142857,10645.266666666666,9428.638356164383
2022-04-05,7402,7574.428571428572,10522.9,9428.479452054795
2022-04-06,8376,8092.571428571428,10552.066666666668,9437.260273972603
2022-04-07,5514,7268.428571428572,10557.933333333332,9445.717808219179
2022-04-08,15593,8371.42857142857,10811.2,9473.964383561644
2022-04-09,18820,9359.857142857143,11146.366666666667,9501.994520547945
2022-04-10,11701,9901.285714285714,11121.6,9468.619178082192
2022-04-11,6966,10624.57142857143,10614.166666666666,9457.953424657535
2022-04-12,7825,10685.0,10023.233333333334,9468.142465753424
2022-04-13,9928,10906.714285714286,9511.8,9470.860273972603
2022-04-14,9015,11406.857142857143,9090.8,9474.224657534247
2022-04-15,7479,10247.714285714286,8845.833333333334,9483.334246575343
2022-04-16,6844,8536.857142857143,8557.166666666666,9478.794520547945
2022-04-17,11614,8524.42857142857,8752.7,9495.090410958905
2022-04-18,6731,8490.857142857143,8672.766666666666,9488.52602739726
2022-04-19,7562,8453.285714285714,8612.7,9485.917808219177
2022-04-20,6709,7993.428571428572,8407.833333333334,9498.452054794521
2022-04-21,9917,8122.285714285715,8481.4,9498.37808219178
2022-04-22,12402,8825.57142857143,8661.766666666666,9510.687671232878
2022-04-23,14820,9965.0,8720.366666666667,9514.775342465753
2022-04-24,11218,9908.42857142857,8886.466666666667,9531.375342465753
2022-04-25,1859,9212.42857142857,8745.366666666667,9514.756164383562
2022-04-26,7303,9175.42857142857,8891.333333333334,9518.030136986301
2022-04-27,10827,9763.714285714286,9012.966666666667,9507.745205479452
2022-04-28,12281,10101.42857142857,9144.166666666666,9506.315068493152
2022-04-29,14275,10369.0,9461.7,9479.257534246575
2022-04-30,9957,9674.285714285714,9417.5,9443.128767123288
2022-05-01,15240,10248.857142857143,9663.1,9425.435616438355
2022-05-02,6711,10942.0,9490.1,9404.558904109588
2022-05-03,7737,11004.0,9484.3,9401.268493150685
2022-05-04,8858,10722.714285714286,9716.133333333333,9401.030136986301
2022-05-05,6444,9888.857142857143,9684.2,9405.142465753424
